Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-03-20,18.954,19.238,18.936,19.037,5930100,0.0,0.0
2024-03-21,19.074,19.412,19.074,19.376,6251200,0.0,0.0
2024-03-22,19.44,19.486,19.101,19.101,4170600,0.0,0.0
2024-03-25,19.138,19.22,18.826,18.835,4150600,0.0,0.0
2024-03-26,18.881,18.927,18.542,18.57,5440600,0.0,0.0
2024-03-27,18.755,19.088,18.718,19.069,6511400,0.2,0.0
2024-03-28,19.116,19.282,18.866,19.134,5737100,0.0,0.0
2024-04-01,19.282,19.291,19.042,19.162,4643700,0.0,0.0
2024-04-02,18.977,18.995,18.69,18.801,4591200,0.0,0.0
2024-04-03,18.792,18.847,18.644,18.764,3907900,0.0,0.0
2024-04-04,18.977,19.06,18.514,18.579,3930600,0.0,0.0
2024-04-05,18.616,18.875,18.523,18.764,3820800,0.0,0.0
2024-04-08,18.718,19.097,18.718,19.014,4473900,0.0,0.0
2024-04-09,19.06,19.18,18.792,19.171,3293500,0.0,0.0
2024-04-10,18.968,19.051,18.607,18.634,4261800,0.0,0.0
2024-04-11,18.671,18.949,18.514,18.829,4132400,0.0,0.0
2024-04-12,18.727,18.81,18.412,18.505,3596600,0.0,0.0
2024-04-15,18.634,18.708,18.042,18.107,5498300,0.0,0.0
2024-04-16,18.209,18.209,17.607,17.654,6173700,0.0,0.0
2024-04-17,17.774,17.829,17.274,17.339,8122900,0.0,0.0
2024-04-18,17.45,17.45,17.089,17.2,4941700,0.0,0.0
2024-04-19,17.256,17.385,17.136,17.311,3946600,0.0,0.0
2024-04-22,17.367,17.617,17.33,17.58,4631800,0.0,0.0
2024-04-23,17.58,17.977,17.58,17.848,6391300,0.0,0.0
2024-04-24,17.876,18.061,17.765,17.885,4810500,0.0,0.0
2024-04-25,17.672,17.876,17.469,17.478,4050600,0.0,0.0
2024-04-26,17.487,17.746,17.413,17.45,3952200,0.0,0.0
2024-04-29,17.524,18.385,17.496,17.755,6363400,0.0,0.0
2024-04-30,17.543,17.718,17.413,17.459,7728200,0.0,0.0
2024-05-01,17.385,17.82,17.385,17.432,8868300,0.0,0.0
2024-05-02,17.561,17.718,16.451,17.071,12142000,0.0,0.0
2024-05-03,17.21,17.432,17.052,17.256,6342100,0.0,0.0
2024-05-06,17.413,17.487,17.247,17.367,4266000,0.0,0.0
2024-05-07,17.617,17.681,17.247,17.321,4814700,0.0,0.0
2024-05-08,17.237,17.311,16.839,16.867,7320100,0.0,0.0
2024-05-09,16.867,17.108,16.738,17.043,7730400,0.0,0.0
2024-05-10,17.071,17.117,16.839,16.969,7459600,0.0,0.0
2024-05-13,17.136,17.247,16.978,17.071,6099900,0.0,0.0
2024-05-14,17.117,17.256,17.099,17.145,6038200,0.0,0.0
2024-05-15,17.311,17.358,17.043,17.099,5730400,0.0,0.0
2024-05-16,17.154,17.404,17.043,17.348,5558500,0.0,0.0
2024-05-17,17.459,17.459,16.904,17.043,5608900,0.0,0.0
2024-05-20,17.089,17.117,16.95,17.006,8417800,0.0,0.0
2024-05-21,16.969,17.062,16.858,16.969,5475700,0.0,0.0
2024-05-22,16.987,17.182,16.941,17.034,4439500,0.0,0.0
2024-05-23,17.117,17.136,16.747,16.793,5460800,0.0,0.0
2024-05-24,16.913,17.034,16.812,16.932,3388800,0.0,0.0
2024-05-28,16.95,17.015,16.654,16.812,4409300,0.0,0.0
2024-05-29,16.645,16.673,16.229,16.46,6964000,0.0,0.0
2024-05-30,16.59,16.664,16.395,16.479,6600500,0.0,0.0
2024-05-31,16.516,16.636,16.405,16.599,11097700,0.0,0.0
2024-06-03,16.701,16.821,16.599,16.793,5599800,0.0,0.0
2024-06-04,16.691,16.913,16.654,16.664,7804900,0.0,0.0
2024-06-05,16.719,16.802,16.525,16.747,5052500,0.0,0.0
2024-06-06,16.682,16.867,16.599,16.636,5366500,0.0,0.0
2024-06-07,16.423,16.562,16.368,16.479,8267200,0.0,0.0
2024-06-10,16.442,16.802,16.386,16.756,8527600,0.0,0.0
2024-06-11,16.719,16.793,16.608,16.627,5974300,0.0,0.0
2024-06-12,16.978,17.154,16.867,16.96,5021900,0.0,0.0
2024-06-13,16.987,17.015,16.682,16.932,4761000,0.0,0.0
2024-06-14,16.802,16.849,16.377,16.488,5099000,0.0,0.0
2024-06-17,16.46,16.645,16.377,16.617,2819200,0.0,0.0
